section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,meeting (2),meeting (3),meeting (4),meeting (5),tooltip-row,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),readonly (7),status-full,status-bold,readonly (8),readonly (10),status-bold (2),status-waitlist,ui-pillbox-summary (3),ui-state-default (15),ui-state-default (16),ui-state-default (17),ui-state-default (18),ui-state-default (19),ui-state-default (21),meeting (11),meeting (12),meeting (13),meeting (14),meeting (15),tooltip-row (21),tooltip-row (22),tooltip-row (23),tooltip-row (24),tooltip-row (25),tooltip-row (26),tooltip-row (27),tooltip-row (28),tooltip-row (29),tooltip-row (30),readonly (11),readonly (12),readonly (13),readonly (14),readonly (15),ui-pillbox-summary (4),ui-state-default (22),ui-state-default (23),ui-state-default (24),ui-state-default (25),ui-state-default (26),ui-state-default (27),ui-state-default (28),meeting (16),meeting (17),meeting (18),meeting (19),meeting (20),tooltip-row (31),tooltip-row (32),tooltip-row (33),tooltip-row (34),tooltip-row (35),tooltip-row (36),tooltip-row (37),tooltip-row (38),tooltip-row (39),tooltip-row (40),readonly (16),readonly (17),ui-pillbox-summary (5),ui-state-default (29),ui-state-default (30),ui-state-default (31),ui-state-default (32),ui-state-default (33),ui-state-default (34),ui-state-default (35),meeting (21),meeting (22),meeting (23),meeting (24),meeting (25),tooltip-row (41),tooltip-row (42),tooltip-row (43),tooltip-row (44),tooltip-row (45),tooltip-row (46),tooltip-row (47),tooltip-row (48),tooltip-row (49),tooltip-row (50),tooltip-row (57),tooltip-row (59)
ProfitAnalysisManagerAdv,Lecture,Accounting,2301,07,4,30727,"Tuesday,Friday",S,T,M,F,F,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Ryder Hall,Room: 217,Start Date: 01/06/2025,End Date: 04/15/2025,Friday,S,S,M,T,W,T,S,03:30 PM - 05:30 PM,03,30,05,30,Type: Final Exam,Type:,Building: Snell Engineering Center,Building:,Room: 108,Room:,Start Date: 04/18/2025,Start Date:,End Date: 04/18/2025,End Date:,Boston,FULL: 0 of 40 seats remain.,FULL,NUpath Natural/Designed World,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,08,4,31067,"Tuesday,Friday",S,T,M,F,F,W,T,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 030,Start Date: 01/06/2025,End Date: 04/15/2025,Friday,S,S,M,T,W,T,S,03:30 PM - 05:30 PM,03,30,05,30,Type: Final Exam,Type:,Building: Dodge Hall,Building:,Room: 070,Room:,Start Date: 04/18/2025,Start Date:,End Date: 04/18/2025,End Date:,Boston,,1,NUpath Natural/Designed World,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,09,4,31502,Tuesday,S,T,M,T,F,W,T,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Building: Dodge Hall,Room: 230,Start Date: 01/06/2025,End Date: 04/15/2025,Thursday,F,S,S,M,T,W,F,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Type:,Building: Dodge Hall,Building:,Room: 230,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,Boston,FULL: 0 of 42 seats remain.,FULL,NUpath Natural/Designed World,Business Admin,,,Friday,S,M,T,W,T,S,03:30 PM - 05:30 PM,03,30,05,30,Type: Final Exam,Type:,Building: Science Engineering Complex,Building:,Room: 102,Room:,Start Date: 04/18/2025,Start Date:,End Date: 04/18/2025,End Date:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,10,4,31725,"Tuesday,Friday",S,T,M,F,F,W,T,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Building: Richards Hall,Room: 227,Start Date: 01/06/2025,End Date: 04/15/2025,Friday,S,S,M,T,W,T,S,03:30 PM - 05:30 PM,03,30,05,30,Type: Final Exam,Type:,Building: Snell Engineering Center,Building:,Room: 108,Room:,Start Date: 04/18/2025,Start Date:,End Date: 04/18/2025,End Date:,Boston,,1,NUpath Natural/Designed World,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,11,4,32060,"Tuesday,Friday",S,T,M,F,F,W,T,03:25 PM - 05:05 PM,03,25,05,05,Type: Class,Building: Richards Hall,Room: 227,Start Date: 01/06/2025,End Date: 04/15/2025,Friday,S,S,M,T,W,T,S,03:30 PM - 05:30 PM,03,30,05,30,Type: Final Exam,Type:,Building: Snell Engineering Center,Building:,Room: 108,Room:,Start Date: 04/18/2025,Start Date:,End Date: 04/18/2025,End Date:,Boston,FULL: 0 of 42 seats remain.,FULL,NUpath Natural/Designed World,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,12,4,34493,"Wednesday,Friday",S,W,M,F,F,T,T,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Building: Dodge Hall,Room: 370,Start Date: 01/06/2025,End Date: 04/15/2025,Friday,S,S,M,T,W,T,S,03:30 PM - 05:30 PM,03,30,05,30,Type: Final Exam,Type:,Building: Churchill Hall,Building:,Room: 101,Room:,Start Date: 04/18/2025,Start Date:,End Date: 04/18/2025,End Date:,Boston,,1,NUpath Natural/Designed World,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,14,4,34983,None,S,,M,,,T,W,-,,,,,Type: Class,Building: None,Room: None,Start Date: 01/06/2025,End Date: 04/15/2025,,T,F,S,,,,,,,,,,,,,,,,,,,,Online,FULL: 0 of 40 seats remain.,FULL,NUpath Natural/Designed World,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,30,4,38031,Thursday,S,T,M,W,,T,W,01:00 PM - 03:00 PM,01,00,03,00,Type: Final Exam,Building: Graduate School of Business,Room: 118,Start Date: 04/24/2025,End Date: 04/24/2025,Wednesday,F,S,S,M,T,T,F,06:00 PM - 09:20 PM,06,00,09,20,Type: Class,Type:,Building: Graduate School of Business,Building:,Room: 118,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,"Oakland, CA",,10,NUpath Natural/Designed World,Global Scholars Program Course,,,,S,,,,,,,,,,,,,,,,,,,,,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Law and Professional Ethics,Lecture,Accounting,3304,01,4,30728,Thursday,S,T,M,W,F,T,W,08:00 AM - 10:00 AM,08,00,10,00,Type: Final Exam,Building: Snell Library,Room: 015,Start Date: 04/17/2025,End Date: 04/17/2025,"Wednesday,Friday",F,S,S,M,T,T,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: Science Engineering Complex,Building:,Room: 136,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,Boston,,5,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting and Analysis 1,Lecture,Accounting,3401,01,4,30386,"Tuesday,Friday",S,T,M,F,W,W,T,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Building: Richards Hall,Room: 238,Start Date: 01/06/2025,End Date: 04/15/2025,Wednesday,S,S,M,T,T,F,S,03:30 PM - 05:30 PM,03,30,05,30,Type: Final Exam,Type:,Building: Behrakis Health Sciences Cntr,Building:,Room: 010,Room:,Start Date: 04/23/2025,Start Date:,End Date: 04/23/2025,End Date:,Boston,,7,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting and Analysis 1,Lecture,Accounting,3401,02,4,30093,"Tuesday,Friday",S,T,M,F,W,W,T,03:25 PM - 05:05 PM,03,25,05,05,Type: Class,Building: Richards Hall,Room: 238,Start Date: 01/06/2025,End Date: 04/15/2025,Wednesday,S,S,M,T,T,F,S,03:30 PM - 05:30 PM,03,30,05,30,Type: Final Exam,Type:,Building: Behrakis Health Sciences Cntr,Building:,Room: 010,Room:,Start Date: 04/23/2025,Start Date:,End Date: 04/23/2025,End Date:,Boston,,4,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting and Financial Statement Analysis,Lecture,Accounting,3402,01,4,35729,Thursday,S,T,M,T,T,T,W,10:30 AM - 12:30 PM,10,30,12,30,Type: Final Exam,Building: Snell Library,Room: 111,Start Date: 04/17/2025,End Date: 04/17/2025,Tuesday,F,S,S,M,W,T,F,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: Robinson Hall,Building:,Room: 409,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,Boston,,1,Business Admin,,,,Thursday,S,S,M,T,W,F,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Type:,Building: Robinson Hall,Building:,Room: 409,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advisory Services and Emerging Accounting Systems,Lecture,Accounting,3403,01,4,33469,Friday,S,F,M,T,F,T,W,08:00 AM - 10:00 AM,08,00,10,00,Type: Final Exam,Building: Forsyth Building,Room: 130,Start Date: 04/18/2025,End Date: 04/18/2025,"Tuesday,Friday",T,S,S,M,W,T,S,03:25 PM - 05:05 PM,03,25,05,05,Type: Class,Type:,Building: Richards Hall,Building:,Room: 254,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,Boston,,3,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strategic Cost Analysis for Decision Making,Lecture,Accounting,3416,01,4,30384,Thursday,S,T,M,T,F,T,W,08:00 AM - 10:00 AM,08,00,10,00,Type: Final Exam,Building: Snell Library,Room: 111,Start Date: 04/24/2025,End Date: 04/24/2025,"Tuesday,Friday",F,S,S,M,W,T,S,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Type:,Building: Science Engineering Complex,Building:,Room: 138,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,Boston,,2,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auditing and Other Assurance Services,Lecture,Accounting,4412,01,4,30189,"Monday,Thursday",S,M,T,T,F,W,F,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Building: Richards Hall,Room: 227,Start Date: 01/06/2025,End Date: 04/15/2025,Friday,S,S,M,T,W,T,S,01:00 PM - 03:00 PM,01,00,03,00,Type: Final Exam,Type:,Building: Hastings Suite,Building:,Room: 201,Room:,Start Date: 04/25/2025,Start Date:,End Date: 04/25/2025,End Date:,Boston,FULL: 0 of 40 seats remain.,FULL,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income Tax Determination and Planning,Lecture,Accounting,4414,01,4,30385,Tuesday,S,T,M,M,W,W,T,08:00 AM - 10:00 AM,08,00,10,00,Type: Final Exam,Building: Dodge Hall,Room: 130,Start Date: 04/22/2025,End Date: 04/22/2025,"Monday,Wednesday",F,S,S,T,T,F,S,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Type:,Building: Dodge Hall,Building:,Room: 070,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,Boston,FULL: 0 of 40 seats remain.,FULL,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting and Analysis 2,Lecture,Accounting,4501,01,4,30383,"Tuesday,Friday",S,T,M,F,,W,T,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Building: Richards Hall,Room: 254,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,2,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting and Analysis 2,Lecture,Accounting,4501,02,4,30466,"Tuesday,Friday",S,T,M,F,,W,T,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Richards Hall,Room: 231,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 40 seats remain.,FULL,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting and Managerial Decision Making 1,Lecture,Accounting,6200,03,3,31589,Tuesday,S,T,M,,,W,T,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 105,Start Date: 01/06/2025,End Date: 04/26/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,16,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting and Managerial Decision Making 2,Lecture,Accounting,6201,01,1.5,30679,Wednesday,S,W,M,,,T,T,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Building: Snell Library,Room: 005,Start Date: 01/06/2025,End Date: 02/22/2025,,F,S,,,,,,,,,,,,,,,,,,,,,Boston,,8,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strategic Cost Management,Lecture,Accounting,6226,01,3,30678,"Monday,Tuesday,Wednesday,Thursday",S,M,F,T,W,S,,11:45 AM - 02:15 PM,11,45,02,15,Type: Class,Building: Boston,Room: DEPT,Start Date: 03/31/2025,End Date: 04/26/2025,,,,,,T,,,,,,,,,,,,,,,,,,Boston,,9,GSBA Professional Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to African American and Africana Studies,Lecture,Africana Studies,1101,01,4,40265,"Wednesday,Friday",S,W,M,F,,T,T,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Building: Kariotis Hall,Room: 202,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 20 seats remain.,FULL,NU Core Comp Stdy of Cultures,NUpath Difference/Diversity,5,5 of 5 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,NU Core Social Science Lvl 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Popular Culture,Lecture,Africana Studies,1113,01,4,40266,"Monday,Thursday",S,M,T,T,,W,F,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Building: Ryder Hall,Room: 124,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,1,NU Core Comp Stdy of Cultures,NUpath Difference/Diversity,,,,,,,,,,,,,,,,,,,,,,,,,NUpath Interpreting Culture,NU Core Arts Lvl 1,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Caribbean,Lecture,Africana Studies,1261,01,4,38153,"Monday,Wednesday",S,M,T,W,,T,F,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Building: Ell Hall,Room: 311,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,3,UG Col Socl Sci & Humanities,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Race, Ethnicity, and Inequality",Lecture,Africana Studies,2270,01,4,39666,Wednesday,S,W,M,T,F,T,T,08:00 AM - 10:00 AM,08,00,10,00,Type: Final Exam,Building: Hurtig Hall,Room: 224,Start Date: 04/23/2025,End Date: 04/23/2025,"Tuesday,Friday",F,S,S,M,W,T,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Type:,Building: East Village,Building:,Room: 102,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,Boston,FULL: 0 of 9 seats remain.,FULL,NUpath Difference/Diversity,NUpath Societies/Institutions,,,,,,,,,,,,,,,,,,,,,,,,,UG Col Socl Sci & Humanities,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Feminist Studies,Lecture,Africana Studies,2325,01,4,40267,Tuesday,S,T,M,T,,W,T,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Building: Ryder Hall,Room: 429,Start Date: 01/06/2025,End Date: 04/15/2025,Thursday,F,S,S,M,T,W,F,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 429,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,Boston,FULL: 0 of 10 seats remain.,FULL,NUpath Difference/Diversity,NUpath Societies/Institutions,,,,S,,,,,,,,,,,,,,,,,,,,,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
African American History Before 1900,Lecture,Africana Studies,2337,01,4,40268,Thursday,S,T,M,T,F,T,W,08:00 AM - 10:00 AM,08,00,10,00,Type: Final Exam,Building: Ryder Hall,Room: 205,Start Date: 04/24/2025,End Date: 04/24/2025,"Tuesday,Friday",F,S,S,M,W,T,S,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Type:,Building: Richards Hall,Building:,Room: 155,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,Boston,,7,NU Core Comp Stdy of Cultures,NUpath Difference/Diversity,,,,,,,,,,,,,,,,,,,,,,,,,NUpath Interpreting Culture,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Race, Identity, Social Change, and Empowerment",Lecture,Africana Studies,2355,01,4,40269,"Monday,Thursday",S,M,T,T,F,W,F,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Building: Ryder Hall,Room: 126,Start Date: 01/06/2025,End Date: 04/15/2025,Friday,S,S,M,T,W,T,S,01:00 PM - 03:00 PM,01,00,03,00,Type: Final Exam,Type:,Building: EXP,Building:,Room: 204,Room:,Start Date: 04/25/2025,Start Date:,End Date: 04/25/2025,End Date:,Boston,FULL: 0 of 19 seats remain.,FULL,NU Core Comp Stdy of Cultures,NUpath Difference/Diversity,,,,,,,,,,,,,,,,,,,,,,,,,UG Col Socl Sci & Humanities,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Topics: Black Women Lead,Lecture,Africana Studies,2973,01,4,40603,"Monday,Thursday",S,M,T,T,,W,F,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Building: Cahners Hall,Room: 003,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,8,With Service Learning,NUpath Difference/Diversity,5,,,,,,,,,,,,,,,,,,,,,,,,NU Core Experiential Learning,NUpath Integration Experience,Topics Course,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Race, Crime, and Justice",Lecture,Africana Studies,3120,01,4,40270,Friday,S,F,M,T,F,T,W,08:00 AM - 10:00 AM,08,00,10,00,Type: Final Exam,Building: East Village,Room: 024,Start Date: 04/18/2025,End Date: 04/18/2025,"Tuesday,Friday",T,S,S,M,W,T,S,03:25 PM - 05:05 PM,03,25,05,05,Type: Class,Type:,Building: Dodge Hall,Building:,Room: 050,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,Boston,FULL: 0 of 35 seats remain.,FULL,NUpath Difference/Diversity,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Black Abolition Studies: Carcerality, Liberation, and Resistance",Seminar,Africana Studies,3210,02,4,40271,"Tuesday,Friday",S,T,M,F,,W,T,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Building: Richards Hall,Room: 275,Start Date: 01/06/2025,End Date: 04/15/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,22,NUpath Difference/Diversity,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Religion, Race, and Politics",Lecture,Africana Studies,3512,01,4,40272,Tuesday,S,T,M,M,W,W,T,08:00 AM - 10:00 AM,08,00,10,00,Type: Final Exam,Building: Kariotis Hall,Room: 011,Start Date: 04/22/2025,End Date: 04/22/2025,"Monday,Wednesday",F,S,S,T,T,F,S,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Type:,Building: West Village H,Building:,Room: 110,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,Boston,,7,NUpath Difference/Diversity,NUpath Interpreting Culture,,,,,,,,,,,,,,,,,,,,,,,,,UG Col Socl Sci & Humanities,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afro-Asian Relations in the Americas,Lecture,Africana Studies,4526,01,4,40385,Thursday,S,T,M,T,F,T,W,08:00 AM - 10:00 AM,08,00,10,00,Type: Final Exam,Building: Hastings Suite,Room: 112,Start Date: 04/24/2025,End Date: 04/24/2025,"Tuesday,Friday",F,S,S,M,W,T,S,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Type:,Building: Ryder Hall,Building:,Room: 460,Room:,Start Date: 01/06/2025,Start Date:,End Date: 04/15/2025,End Date:,Boston,,6,NUpath Difference/Diversity,NUpath Societies/Institutions,,,,,,,,,,,,,,,,,,,,,,,,,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Special Topics in Race and the Law,Seminar,Africana Studies,5001,01,4,40469,"Monday,Wednesday",S,M,T,W,,T,F,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Building: Boston,Room: DEPT,Start Date: 01/06/2025,End Date: 04/26/2025,,S,,,,,,,,,,,,,,,,,,,,,,Boston,,11,Topics Course,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elementary ASL 1,Lecture,American Sign Language,1101,01,4,33451,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,09:15 AM - 10:20 AM,09,15,10,20,Type: Class,Building: Ryder Hall,Room: 297,Start Date: 01/06/2025,End Date: 04/15/2025,,,,,,,,,,,,,,,,,,,,,,,,Boston,,1,UG Col Socl Sci & Humanities,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elementary ASL 1,Lecture,American Sign Language,1101,02,4,30050,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,10:30 AM - 11:35 AM,10,30,11,35,Type: Class,Building: Ryder Hall,Room: 283,Start Date: 01/06/2025,End Date: 04/15/2025,,,,,,,,,,,,,,,,,,,,,,,,Boston,,3,UG Col Socl Sci & Humanities,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elementary ASL 1,Lecture,American Sign Language,1101,03,4,34762,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,01:35 PM - 02:40 PM,01,35,02,40,Type: Class,Building: Ryder Hall,Room: 271,Start Date: 01/06/2025,End Date: 04/15/2025,,,,,,,,,,,,,,,,,,,,,,,,Boston,,2,UG Col Socl Sci & Humanities,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elementary ASL 1,Lecture,American Sign Language,1101,04,4,41613,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,04:35 PM - 05:40 PM,04,35,05,40,Type: Class,Building: Kariotis Hall,Room: 202,Start Date: 01/06/2025,End Date: 04/15/2025,,,,,,,,,,,,,,,,,,,,,,,,Boston,,13,UG Col Socl Sci & Humanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elementary ASL 2,Lecture,American Sign Language,1102,01,4,30049,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,09:15 AM - 10:20 AM,09,15,10,20,Type: Class,Building: Ryder Hall,Room: 271,Start Date: 01/06/2025,End Date: 04/15/2025,,,,,,,,,,,,,,,,,,,,,,,,Boston,FULL: 0 of 18 seats remain.,FULL,UG Col Socl Sci & Humanities,,15,15 of 15 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
