section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),readonly (7),readonly (8),status-bold,status-bold (2),readonly (9),readonly (10),readonly (11),meeting (2),meeting (3),meeting (4),meeting (5),status-full,status-waitlist,ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),ui-pillbox-summary (3),ui-state-default (15),ui-state-default (16),ui-state-default (17),ui-state-default (18),ui-state-default (19),ui-state-default (20),ui-state-default (21),meeting (11),meeting (12),meeting (13),meeting (14),meeting (15),tooltip-row (21),tooltip-row (22),tooltip-row (23),tooltip-row (24),tooltip-row (25),tooltip-row (26),tooltip-row (27),tooltip-row (28),tooltip-row (29),tooltip-row (30),ui-pillbox-summary (4),ui-state-default (22),ui-state-default (23),ui-state-default (24),ui-state-default (25),ui-state-default (26),ui-state-default (27),ui-state-default (28),meeting (16),meeting (17),meeting (18),meeting (19),meeting (20),tooltip-row (31),tooltip-row (32),tooltip-row (33),tooltip-row (34),tooltip-row (35),tooltip-row (36),tooltip-row (37),tooltip-row (38),tooltip-row (39),tooltip-row (40),ui-pillbox-summary (5),ui-state-default (29),ui-state-default (30),ui-state-default (31),ui-state-default (32),ui-state-default (33),ui-state-default (34),meeting (21),meeting (22),meeting (23),meeting (24),meeting (25),tooltip-row (41),tooltip-row (42),tooltip-row (43),tooltip-row (44),tooltip-row (45),tooltip-row (46),tooltip-row (47),tooltip-row (48),tooltip-row (49),tooltip-row (50),ui-pillbox-summary (6),ui-state-default (36),ui-state-default (37),ui-state-default (38),ui-state-default (39),ui-state-default (40),ui-state-default (41),meeting (26),meeting (27),meeting (28),meeting (29),meeting (30),tooltip-row (51),tooltip-row (52),tooltip-row (53),tooltip-row (54),tooltip-row (55),tooltip-row (56),tooltip-row (57),tooltip-row (58),tooltip-row (59),tooltip-row (60),readonly (12)
Intermediate Analytics,Lecture,Analytics - CPS,6015,07,3,20348,Monday,S,T,W,T,F,S,M,06:00 PM - 08:40 PM,Building: 401 Terry Ave,Room: 143,Start Date: 01/06/2025,End Date: 02/15/2025,"Seattle, WA","8 of 28 seats remain.
10 of 10 waitlist seats remain.",8,10,Seattle CPS-Prof Prog Grad 2,,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Analytics,Lecture,Analytics - CPS,6015,08,3,20355,Monday,S,T,W,T,F,S,M,06:00 PM - 08:40 PM,Building: Northeastern San Jose,Room: 902,Start Date: 01/06/2025,End Date: 02/15/2025,"Silicon Valley, CA","6 of 30 seats remain.
10 of 10 waitlist seats remain.",6,10,CPS-Professional Programs GR 2,,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Analytics,Lecture,Analytics - CPS,6015,09,3,20378,Wednesday,S,M,T,T,F,S,W,05:50 PM - 08:30 PM,Building: Snell Library,Room: 033,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,,FULL,10,CPS-Professional Programs GR 2,,,05,50,08,30,FULL: 0 of 30 seats remain.,10 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Analytics,Lecture,Analytics - CPS,6015,10,3,20379,Tuesday,S,M,W,T,F,S,T,05:50 PM - 08:30 PM,Building: Robinson Hall,Room: 409,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"17 of 30 seats remain.
10 of 10 waitlist seats remain.",17,10,CPS-Professional Programs GR 2,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Analytics,Lecture,Analytics - CPS,6015,11,3,20380,Tuesday,S,M,W,T,F,S,T,05:50 PM - 08:30 PM,Building: EXP,Room: 202,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,,FULL,10,CPS-Professional Programs GR 2,,,05,50,08,30,FULL: 0 of 30 seats remain.,10 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Analytics,Lecture,Analytics - CPS,6015,12,3,20616,Monday,S,T,W,T,F,S,M,06:00 PM - 08:40 PM,Building: Roux Institute 100 Fore St.,Room: 136,Start Date: 01/06/2025,End Date: 02/15/2025,"Portland, Maine",,FULL,10,Roux Institute,Hybrid NUflex Section,,06,00,08,40,FULL: 0 of 32 seats remain.,10 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Analytics,Lecture,Analytics - CPS,6015,16,3,20694,Saturday,S,M,T,W,T,F,S,12:00 PM - 02:40 PM,"Building: 375 Queen Street, Toronto",Room: 604,Start Date: 01/06/2025,End Date: 02/15/2025,"Toronto, Canada",,FULL,6,CPS-Professional Programs GR 2,,,12,00,02,40,FULL: 0 of 31 seats remain.,6 of 6 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Analytics,Lecture,Analytics - CPS,6015,19,3,20834,Wednesday,S,M,T,T,F,S,W,06:00 PM - 08:40 PM,Building: West Georgia,Room: 1425,Start Date: 01/06/2025,End Date: 02/15/2025,"Vancouver, Canada","12 of 30 seats remain.
10 of 10 waitlist seats remain.",12,10,CPS-Professional Programs GR 2,,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Analytics,Lecture,Analytics - CPS,6015,20,3,20835,Tuesday,S,M,W,T,F,S,T,03:00 PM - 05:40 PM,Building: West Georgia,Room: 1426,Start Date: 01/06/2025,End Date: 02/15/2025,"Vancouver, Canada","6 of 30 seats remain.
10 of 10 waitlist seats remain.",6,10,CPS-Professional Programs GR 2,,,03,00,05,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Analytics,Lecture,Analytics - CPS,6015,22,3,20837,Monday,S,T,W,T,F,S,M,06:00 PM - 08:40 PM,Building: West Georgia,Room: 1515,Start Date: 01/06/2025,End Date: 02/15/2025,"Vancouver, Canada","2 of 30 seats remain.
10 of 10 waitlist seats remain.",2,10,CPS-Professional Programs GR 2,,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Analytics,Lecture,Analytics - CPS,6015,24,3,21021,Friday,S,M,T,W,T,S,F,05:50 PM - 08:30 PM,Building: Hastings Suite,Room: 108,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"15 of 30 seats remain.
10 of 10 waitlist seats remain.",15,10,CPS-Professional Programs GR 2,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Analytics,Lecture,Analytics - CPS,6015,25,3,21112,Tuesday,S,M,W,T,F,S,T,12:00 PM - 02:40 PM,"Building: 375 Queen Street, Toronto",Room: 605,Start Date: 01/06/2025,End Date: 02/15/2025,"Toronto, Canada",,FULL,6,CPS-Professional Programs GR 2,,,12,00,02,40,FULL: 0 of 31 seats remain.,6 of 6 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Analytics,Lecture,Analytics - CPS,6015,26,3,21113,Friday,S,M,T,W,T,S,F,03:00 PM - 05:40 PM,"Building: 375 Queen Street, Toronto",Room: 605,Start Date: 01/06/2025,End Date: 02/15/2025,"Toronto, Canada","1 of 31 seats remain.
6 of 6 waitlist seats remain.",1,6,CPS-Professional Programs GR 2,,,03,00,05,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Analytics,Lecture,Analytics - CPS,6015,27,3,21356,Friday,S,M,T,W,T,S,F,05:50 PM - 08:30 PM,Building: Dodge Hall,Room: 140,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"19 of 30 seats remain.
10 of 10 waitlist seats remain.",19,10,CPS-Professional Programs GR 2,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Analytics,Lecture,Analytics - CPS,6015,28,3,21392,Monday,S,T,W,T,F,S,M,05:30 PM - 08:10 PM,Building: Mills Hall,Room: 132,Start Date: 01/06/2025,End Date: 02/15/2025,"Oakland, CA","8 of 15 seats remain.
6 of 6 waitlist seats remain.",8,6,Oakland CPS-Prof Prog GR 1,,,05,30,08,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Analytics,Lecture,Analytics - CPS,6015,30,3,21684,Monday,S,T,W,T,F,S,M,06:00 PM - 08:40 PM,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/15/2025,"Arlington, VA","15 of 16 seats remain.
6 of 6 waitlist seats remain.",15,6,CPS-Professional Programs GR 2,,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predictive Analytics,Lecture,Analytics - CPS,6020,01,3,20275,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/15/2025,Online,"25 of 28 seats remain.
10 of 10 waitlist seats remain.",25,10,Toronto program eligible,CPS-Professional Programs GR 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predictive Analytics,Lecture,Analytics - CPS,6020,02,3,20276,Thursday,S,M,T,W,F,S,T,05:50 PM - 08:30 PM,Building: EXP,Room: 310,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"15 of 30 seats remain.
10 of 10 waitlist seats remain.",15,10,CPS-Professional Programs GR 2,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predictive Analytics,Lecture,Analytics - CPS,6020,03,3,20307,Wednesday,S,M,T,T,F,S,W,05:50 PM - 08:30 PM,Building: Science Engineering Complex,Room: 136,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"2 of 30 seats remain.
10 of 10 waitlist seats remain.",2,10,CPS-Professional Programs GR 2,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predictive Analytics,Lecture,Analytics - CPS,6020,04,3,20381,Thursday,S,M,T,W,F,S,T,05:50 PM - 08:30 PM,Building: Ryder Hall,Room: 299,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"3 of 13 seats remain.
10 of 10 waitlist seats remain.",3,10,CPS-Professional Programs GR 2,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predictive Analytics,Lecture,Analytics - CPS,6020,05,3,20648,Wednesday,S,M,T,T,F,S,W,06:00 PM - 08:40 PM,Building: Roux Institute 100 Fore St.,Room: 215,Start Date: 01/06/2025,End Date: 02/15/2025,"Portland, Maine","1 of 15 seats remain.
6 of 6 waitlist seats remain.",1,6,Roux Institute,Hybrid NUflex Section,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predictive Analytics,Lecture,Analytics - CPS,6020,06,3,20811,Thursday,S,M,T,W,F,S,T,06:00 PM - 08:40 PM,Building: 225 Terry Ave,Room: 111,Start Date: 01/06/2025,End Date: 02/15/2025,"Seattle, WA","3 of 5 seats remain.
1 of 1 waitlist seats remain.",3,1,CPS-Professional Programs GR 2,,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predictive Analytics,Lecture,Analytics - CPS,6020,07,3,20801,Thursday,S,M,T,W,F,S,T,06:00 PM - 08:40 PM,Building: Northeastern San Jose,Room: 1012,Start Date: 01/06/2025,End Date: 02/15/2025,"Silicon Valley, CA","13 of 15 seats remain.
6 of 6 waitlist seats remain.",13,6,CPS-Professional Programs GR 2,,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predictive Analytics,Lecture,Analytics - CPS,6020,08,3,20877,Monday,S,T,W,T,F,S,M,03:00 PM - 05:40 PM,"Building: 375 Queen Street, Toronto",Room: 605,Start Date: 01/06/2025,End Date: 02/15/2025,"Toronto, Canada","2 of 31 seats remain.
6 of 6 waitlist seats remain.",2,6,CPS-Professional Programs GR 2,,,03,00,05,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predictive Analytics,Lecture,Analytics - CPS,6020,11,3,21144,Monday,S,T,W,T,F,S,M,06:00 PM - 08:40 PM,Building: West Georgia,Room: 1425,Start Date: 01/06/2025,End Date: 02/15/2025,"Vancouver, Canada","19 of 30 seats remain.
10 of 10 waitlist seats remain.",19,10,CPS-Professional Programs GR 2,,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predictive Analytics,Lecture,Analytics - CPS,6020,12,3,21145,Tuesday,S,M,W,T,F,S,T,03:00 PM - 05:40 PM,Building: West Georgia,Room: 1515,Start Date: 01/06/2025,End Date: 02/15/2025,"Vancouver, Canada","22 of 30 seats remain.
10 of 10 waitlist seats remain.",22,10,CPS-Professional Programs GR 2,,,03,00,05,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Warehousing and SQL,Lecture,Analytics - CPS,6030,01,3,20280,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/15/2025,Online,"25 of 30 seats remain.
10 of 10 waitlist seats remain.",25,10,CPS-Professional Programs GR 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Warehousing and SQL,Lecture,Analytics - CPS,6030,02,3,20281,Thursday,S,M,T,W,F,S,T,05:50 PM - 08:30 PM,Building: Richards Hall,Room: 238,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"21 of 30 seats remain.
10 of 10 waitlist seats remain.",21,10,CPS-Professional Programs GR 2,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Warehousing and SQL,Lecture,Analytics - CPS,6030,03,3,20382,Friday,S,M,T,W,T,S,F,05:50 PM - 08:30 PM,Building: Hurtig Hall,Room: 310,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"15 of 30 seats remain.
10 of 10 waitlist seats remain.",15,10,CPS-Professional Programs GR 2,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Warehousing and SQL,Lecture,Analytics - CPS,6030,04,3,20399,Wednesday,S,M,T,T,F,S,W,05:50 PM - 08:30 PM,Building: Dodge Hall,Room: 230,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"7 of 30 seats remain.
10 of 10 waitlist seats remain.",7,10,CPS-Professional Programs GR 2,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Warehousing and SQL,Lecture,Analytics - CPS,6030,06,3,20812,Thursday,S,M,T,W,F,S,T,06:00 PM - 08:40 PM,Building: 401 Terry Ave,Room: 142,Start Date: 02/18/2025,End Date: 03/29/2025,"Seattle, WA","11 of 15 seats remain.
5 of 5 waitlist seats remain.",11,5,Seattle CPS-Prof Prog Grad 2,,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Warehousing and SQL,Lecture,Analytics - CPS,6030,07,3,20802,Thursday,S,M,T,W,F,S,T,06:00 PM - 08:40 PM,Building: Northeastern San Jose,Room: 903,Start Date: 02/18/2025,End Date: 03/29/2025,"Silicon Valley, CA","12 of 15 seats remain.
6 of 6 waitlist seats remain.",12,6,CPS-Professional Programs GR 2,,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Warehousing and SQL,Lecture,Analytics - CPS,6030,10,3,20967,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"1 of 32 seats remain.
6 of 6 waitlist seats remain.",1,6,Toronto program eligible,CPS-Professional Programs GR 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Warehousing and SQL,Lecture,Analytics - CPS,6030,11,3,21146,Monday,S,T,W,T,F,S,M,06:00 PM - 08:40 PM,Building: West Georgia,Room: 1425,Start Date: 02/18/2025,End Date: 03/29/2025,"Vancouver, Canada","15 of 24 seats remain.
10 of 10 waitlist seats remain.",15,10,CPS-Professional Programs GR 2,,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Warehousing and SQL,Lecture,Analytics - CPS,6030,12,3,21147,Tuesday,S,M,W,T,F,S,T,03:00 PM - 05:40 PM,Building: West Georgia,Room: 1515,Start Date: 02/18/2025,End Date: 03/29/2025,"Vancouver, Canada","11 of 24 seats remain.
10 of 10 waitlist seats remain.",11,10,CPS-Professional Programs GR 2,,,03,00,05,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Warehousing and SQL,Lecture,Analytics - CPS,6030,13,3,21204,Thursday,S,M,T,W,F,S,T,06:00 PM - 08:40 PM,Building: Roux Institute 100 Fore St.,Room: 204,Start Date: 01/06/2025,End Date: 02/15/2025,"Portland, Maine","24 of 32 seats remain.
10 of 10 waitlist seats remain.",24,10,Portland Maine Eligible,CPS-Professional Programs GR 2,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Mining Applications,Lecture,Analytics - CPS,6040,01,3,20231,Tuesday,S,M,W,T,F,S,T,05:50 PM - 08:30 PM,Building: Cargill Hall,Room: 097,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"6 of 30 seats remain.
10 of 10 waitlist seats remain.",6,10,CPS-Professional Programs GR 2,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Mining Applications,Lecture,Analytics - CPS,6040,02,3,20271,Wednesday,S,M,T,T,F,S,W,05:50 PM - 08:30 PM,Building: Science Engineering Complex,Room: 138,Start Date: 01/06/2025,End Date: 02/15/2025,Boston,"2 of 25 seats remain.
10 of 10 waitlist seats remain.",2,10,CPS-Professional Programs GR 2,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Mining Applications,Lecture,Analytics - CPS,6040,03,3,20272,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 01/06/2025,End Date: 02/15/2025,Online,"1 of 5 seats remain.
1 of 1 waitlist seats remain.",1,1,CPS-Professional Programs GR 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Mining Applications,Lecture,Analytics - CPS,6040,06,3,20383,Wednesday,S,M,T,T,F,S,W,05:50 PM - 08:30 PM,Building: Richards Hall,Room: 243,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"10 of 25 seats remain.
10 of 10 waitlist seats remain.",10,10,CPS-Professional Programs GR 2,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Mining Applications,Lecture,Analytics - CPS,6040,14,3,21205,Monday,S,T,W,T,F,S,M,06:00 PM - 08:40 PM,Building: Roux Institute 100 Fore St.,Room: 138,Start Date: 02/18/2025,End Date: 03/29/2025,"Portland, Maine","11 of 32 seats remain.
10 of 10 waitlist seats remain.",11,10,CPS-Professional Programs GR 2,,,06,00,08,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Mining Applications,Lecture,Analytics - CPS,6040,15,3,21469,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"23 of 30 seats remain.
6 of 6 waitlist seats remain.",23,6,Toronto program eligible,CPS-Professional Programs GR 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Enterprise Analytics,Lecture,Analytics - CPS,6050,01,3,20214,Thursday,S,M,T,W,F,S,T,05:50 PM - 08:30 PM,Building: Dodge Hall,Room: 330,Start Date: 02/18/2025,End Date: 03/29/2025,Boston,"1 of 30 seats remain.
10 of 10 waitlist seats remain.",1,10,CPS-Professional Programs GR 2,,,05,50,08,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Enterprise Analytics,Lecture,Analytics - CPS,6050,02,3,20232,None,S,M,T,W,T,F,S,-,Building: None,Room: None,Start Date: 02/18/2025,End Date: 03/29/2025,Online,"21 of 30 seats remain.
10 of 10 waitlist seats remain.",21,10,CPS-Professional Programs GR 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
