section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default (2),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,meeting (2),meeting (3),meeting (4),meeting (5),tooltip-row,tooltip-row (3),tooltip-row (5),tooltip-row (7),tooltip-row (9),readonly (7),readonly (8),status-bold,readonly (9),status-full,readonly (10),readonly (11),status-bold (2),status-waitlist,readonly (12),readonly (13),status-bold (3),readonly (14),readonly (15),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),ui-state-default (18),ui-state-default (25)
Designing Interactive Experiences,Studio,Art - Fundamentals,1250,01,2,41966,"Tuesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Ryder Hall,Room: 399A,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"6 of 14 seats remain.
6 of 6 waitlist seats remain.",6,NUpath Creative Express/Innov,,"UG Col of Arts, Media & Design",,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designing Interactive Experiences,Studio,Art - Fundamentals,1250,02,2,41967,"Tuesday,Thursday",M,W,T,F,S,03:20 PM - 05:00 PM,03,20,05,00,Type: Class,Building: Ryder Hall,Room: 399A,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"7 of 14 seats remain.
6 of 6 waitlist seats remain.",7,NUpath Creative Express/Innov,,"UG Col of Arts, Media & Design",,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Designing Interactive Experiences Tools,Lab,Art - Fundamentals,1251,01,0,41968,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,"13 of 28 seats remain.
6 of 6 waitlist seats remain.",13,"UG Col of Arts, Media & Design",,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Directed Study,Individual Instruction,Art - General,6976,01,1 TO 4,41615,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",,FULL,"GS Col of Arts, Media & Design",FULL: 0 of 1 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Directed Study,Individual Instruction,Art - General,6976,02,1 TO 4,41629,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,"No campus, no room needed",1 of 1 seats remain.,1,"GS Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contemporary Art and Design History,Lecture,Art - History,2211,01,4,41419,"Monday,Wednesday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: Ryder Hall,Room: 203,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"5 of 19 seats remain.
6 of 6 waitlist seats remain.",5,NU Core Writing Intsv in Majr,,NUpath Writing Intensive,"UG Col of Arts, Media & Design",6,,Ryder Hall Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Photography,Studio,Art - Media Arts,2360,01,4,40515,"Monday,Wednesday",M,W,T,F,S,08:00 AM - 11:30 AM,08,00,11,30,Type: Class,Building: Virtual Space- Online class,Room: ROOM,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Creative Express/Innov,FULL: 0 of 16 seats remain.,"UG Col of Arts, Media & Design",Ryder Hall Access,5,5 of 6 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Introduction to Photography,Studio,Art - Media Arts,2360,02,4,42039,"Tuesday,Thursday",M,W,T,F,S,08:00 AM - 11:30 AM,08,00,11,30,Type: Class,Building: Virtual Space- Online class,Room: ROOM,Start Date: 05/05/2025,End Date: 06/18/2025,Online,"1 of 16 seats remain.
6 of 6 waitlist seats remain.",1,NUpath Creative Express/Innov,,"UG Col of Arts, Media & Design",Ryder Hall Access,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Photo Tools,Studio,Art - Media Arts,2361,01,1,40516,"Monday,Wednesday",M,W,T,F,S,05:15 PM - 06:20 PM,05,15,06,20,Type: Class,Building: Virtual Space- Online class,Room: ROOM,Start Date: 05/05/2025,End Date: 06/18/2025,Online,"1 of 16 seats remain.
5 of 6 waitlist seats remain.
Open Seats Reserved for Waitlisted Only.",1,"UG Col of Arts, Media & Design",,Ryder Hall Access,,5,,,,Open Seats Reserved for Waitlisted Only.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Photo Tools,Studio,Art - Media Arts,2361,02,1,42040,"Tuesday,Thursday",M,W,T,F,S,05:15 PM - 06:20 PM,05,15,06,20,Type: Class,Building: Virtual Space- Online class,Room: ROOM,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,"UG Col of Arts, Media & Design",FULL: 0 of 16 seats remain.,Ryder Hall Access,,4,4 of 6 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eco-Photography,Studio,Art - Media Arts,3000,01,4,41949,"Monday,Wednesday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: Ryder Hall,Room: 209,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"7 of 16 seats remain.
6 of 6 waitlist seats remain.",7,Topics Course,,"UG Col of Arts, Media & Design",,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Character Design for Animation,Studio,Art - Media Arts,3472,01,4,42034,"Tuesday,Thursday",M,W,T,F,S,08:00 AM - 11:30 AM,08,00,11,30,Type: Class,Building: Ryder Hall,Room: 301,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"12 of 18 seats remain.
6 of 6 waitlist seats remain.",12,"UG Col of Arts, Media & Design",,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Painting Basics,Studio,Art - Studio,2340,01,4,40321,"Monday,Wednesday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: Ryder Hall,Room: 405,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Creative Express/Innov,FULL: 0 of 19 seats remain.,"UG Col of Arts, Media & Design",Ryder Hall Access,3,3 of 6 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovative Approaches to Audience Engagement,Seminar,Arts Admin & Cultural Entrep,6220,01,3,40851,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/28/2025,Online,1 of 15 seats remain.,1,"GS Col of Arts, Media & Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quantitative Physiology for Bioengineers,Lecture,Bioengineering,2355,01,4,40245,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Shillman Hall,Room: 325,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,34 of 48 seats remain.,34,Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transport and Fluids for Bioengineers,Lecture,Bioengineering,3310,01,4,40246,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Building: Richards Hall,Room: 236,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"1 of 78 seats remain.
71 of 73 waitlist seats remain.
Open Seats Reserved for Waitlisted Only.",1,Engineering,,,,71,,,,Open Seats Reserved for Waitlisted Only.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capstone Design 1,Lecture,Bioengineering,4790,01,4,40327,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Building: Churchill Hall,Room: 101,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,"18 of 110 seats remain.
79 of 79 waitlist seats remain.",18,NU Core Capstone,,NUpath Capstone Experience,NUpath Creative Express/Innov,79,,NU Core Writing Intsv in Majr,NUpath Writing Intensive,,Engineering,XN Experiential Project,,,,,,,,,,,,,,,,,,,,,,,,,
Cellular Engineering,Lecture,Bioengineering,5420,01,4,41988,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,03:20 PM - 05:00 PM,03,20,05,00,Type: Class,Building: Ryder Hall,Room: 155,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,9 of 30 seats remain.,9,GSEN Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biomedical Optics,Lecture,Bioengineering,5648,01,4,41894,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Shillman Hall,Room: 315,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,38 of 48 seats remain.,38,GSEN Engineering,,Crosslisted Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student Seminar,Seminar,Bioengineering,7391,01,0,41984,Wednesday,M,W,T,F,S,11:40 AM - 01:20 PM,11,40,01,20,Type: Class,Building: Hayden Hall,Room: 221,Start Date: 05/05/2025,End Date: 06/28/2025,Boston,50 of 50 seats remain.,50,GSEN Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Biology 1,Lecture,Biology,1111,01,4,40384,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Natural/Designed World,FULL: 0 of 40 seats remain.,NU Core Science/Tech Lvl 1,UG College of Science,0,0 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Biology 1,Lecture,Biology,1111,02,4,41100,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Natural/Designed World,FULL: 0 of 40 seats remain.,NU Core Science/Tech Lvl 1,UG College of Science,0,0 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 1111,Lab,Biology,1112,01,1,40385,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 25 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 1111,Lab,Biology,1112,02,1,40867,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 25 seats remain.,UG College of Science,,3,3 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 1111,Lab,Biology,1112,03,1,41101,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 25 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biology and Society,Lecture,Biology,1143,01,4,40503,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Natural/Designed World,FULL: 0 of 40 seats remain.,NU Core Science/Tech Lvl 1,UG College of Science,1,1 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Human Organism,Lecture,Biology,1147,01,4,40965,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Natural/Designed World,FULL: 0 of 40 seats remain.,NU Core Science/Tech Lvl 1,UG College of Science,6,6 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biology of Human Reproduction,Lecture,Biology,1149,02,4,41306,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,NUpath Natural/Designed World,FULL: 0 of 40 seats remain.,NU Core Science/Tech Lvl 1,UG College of Science,8,8 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Integrated Anatomy and Physiology 1,Lecture,Biology,2217,01,4,41455,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,03:20 PM - 05:00 PM,03,20,05,00,Type: Class,Building: Shillman Hall,Room: 315,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,1 of 48 seats remain.,1,NUpath Natural/Designed World,,NU Core Science/Tech Lvl 1,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 2217,Lab,Biology,2218,01,1,41456,"Monday,Wednesday",M,W,T,F,S,11:45 AM - 02:35 PM,11,45,02,35,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 725,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,UG College of Science,FULL: 0 of 24 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 2217,Lab,Biology,2218,02,1,41457,"Tuesday,Thursday",M,W,T,F,S,11:45 AM - 02:35 PM,11,45,02,35,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 725,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,UG College of Science,FULL: 0 of 24 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Integrated Anatomy and Physiology 2,Lecture,Biology,2219,01,4,40677,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Shillman Hall,Room: 415,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,29 of 48 seats remain.,29,NUpath Natural/Designed World,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 2219,Lab,Biology,2220,01,1,40678,"Monday,Wednesday",M,W,T,F,S,08:00 AM - 11:00 AM,08,00,11,00,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 720,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,13 of 24 seats remain.,13,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 2219,Lab,Biology,2220,02,1,40695,"Tuesday,Thursday",M,W,T,F,S,08:00 AM - 11:00 AM,08,00,11,00,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 720,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,17 of 24 seats remain.,17,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genetics and Molecular Biology,Lecture,Biology,2301,01,4,40387,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,03:20 PM - 05:00 PM,03,20,05,00,Type: Class,Building: Mugar Life Science Building,Room: 201,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NU Core Math/Anly Think Lvl 2,FULL: 0 of 220 seats remain.,NUpath Natural/Designed World,UG College of Science,19,19 of 20 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genetics and Molecular Biology,Lecture,Biology,2301,02,4,42019,"Monday,Wednesday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: Natural Science,Room: 215,Start Date: 05/05/2025,End Date: 06/18/2025,"Oakland, CA",16 of 20 seats remain.,16,NU Core Math/Anly Think Lvl 2,,NUpath Natural/Designed World,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 2301,Lab,Biology,2302,01,1,40082,"Monday,Wednesday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 30 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 2301,Lab,Biology,2302,02,1,40083,"Monday,Wednesday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 30 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 2301,Lab,Biology,2302,03,1,40144,"Tuesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,2 of 30 seats remain.,2,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 2301,Lab,Biology,2302,04,1,40149,"Tuesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Snell Library,Room: 017,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,1 of 30 seats remain.,1,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 2301,Lab,Biology,2302,05,1,40222,"Tuesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Hayden Hall,Room: 425,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 30 seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 2301,Lab,Biology,2302,06,1,40236,"Tuesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,2 of 30 seats remain.,2,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 2301,Lab,Biology,2302,07,1,40778,"Monday,Wednesday",M,W,T,F,S,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,17 of 30 seats remain.,17,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 2301,Lab,Biology,2302,08,1,40779,"Tuesday,Wednesday",M,W,T,F,S,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,13 of 30 seats remain.,13,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 2301,Lab,Biology,2302,09,1,42020,"Tuesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Natural Science,Room: 215,Start Date: 05/05/2025,End Date: 06/18/2025,"Oakland, CA",18 of 20 seats remain.,18,NUpath Analyzing/Using Data,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biology Project Lab,Lab,Biology,2309,01,4,40243,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,11:45 AM - 02:45 PM,11,45,02,45,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 605,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 16 seats remain.,NUpath Creative Express/Innov,NUpath Writing Intensive,2,2 of 10 waitlist seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biology Project Lab,Lab,Biology,2309,02,4,40244,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,08:00 AM - 11:00 AM,08,00,11,00,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 605,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 15 seats remain.,NUpath Creative Express/Innov,NUpath Writing Intensive,5,5 of 10 waitlist seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biology Project Lab,Lab,Biology,2309,03,4,40532,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,08:30 AM - 11:30 AM,08,30,11,30,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 615,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 15 seats remain.,NUpath Creative Express/Innov,NUpath Writing Intensive,,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biology Project Lab,Lab,Biology,2309,04,4,40813,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,11:45 AM - 02:35 PM,11,45,02,35,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 610,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,NUpath Analyzing/Using Data,FULL: 0 of 16 seats remain.,NUpath Creative Express/Innov,NUpath Writing Intensive,7,7 of 10 waitlist seats remain.,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biology Project Lab,Lab,Biology,2309,05,4,42021,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,10:00 AM - 01:00 PM,10,00,01,00,Type: Class,Building: Natural Science,Room: 163,Start Date: 05/05/2025,End Date: 06/18/2025,"Oakland, CA",14 of 16 seats remain.,14,NUpath Analyzing/Using Data,,NUpath Creative Express/Innov,NUpath Writing Intensive,,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Parasitology,Lecture,Biology,2327,01,4,40807,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,UG College of Science,FULL: 0 of 40 seats remain.,,,0,0 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neurobiology,Lecture,Biology,3405,02,4,40445,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,UG College of Science,FULL: 0 of 30 seats remain.,,,0,0 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Applied Seq Analysis Protocols,Lecture,Biology,3411,01,4,41308,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,03:20 PM - 05:00 PM,03,20,05,00,Type: Class,Building: Snell Library,Room: 009,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,10 of 20 seats remain.,10,Topics Course,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST: Microbial Evolution,Lecture,Biology,3413,01,4,41309,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,Topics Course,FULL: 0 of 41 seats remain.,UG College of Science,,0,0 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST: Marine Mammals,Lecture,Biology,3413,02,4,42022,"Tuesday,Thursday",M,W,T,F,S,01:30 PM - 05:00 PM,01,30,05,00,Type: Class,Building: Natural Science,Room: 213,Start Date: 05/05/2025,End Date: 06/18/2025,"Oakland, CA",13 of 15 seats remain.,13,Topics Course,,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST: Neurobio and Technology,Lecture,Biology,3415,01,4,40504,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,Topics Course,FULL: 0 of 30 seats remain.,UG College of Science,,0,0 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engaging with Genomics: Ethics Law and Policy,Lecture,Biology,3419,01,4,41310,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,UG College of Science,FULL: 0 of 30 seats remain.,,,5,5 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal Models in Biomedical Research,Lecture,Biology,3423,01,4,41895,None,M,W,T,F,S,-,,,,,Type: Class,Building: None,Room: None,Start Date: 05/05/2025,End Date: 06/18/2025,Online,,FULL,UG College of Science,FULL: 0 of 40 seats remain.,,,7,7 of 10 waitlist seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biochemistry,Lecture,Biology,3611,01,4,40388,"Monday,Tuesday,Wednesday,Thursday",M,W,T,F,S,01:30 PM - 03:10 PM,01,30,03,10,Type: Class,Building: Churchill Hall,Room: 101,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,20 of 150 seats remain.,20,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 3611,Lab,Biology,3612,01,1,40334,"Monday,Wednesday",M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 705,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,UG College of Science,FULL: 0 of 16 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 3611,Lab,Biology,3612,02,1,40335,"Monday,Wednesday",M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 705,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,1 of 16 seats remain.,1,UG College of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 3611,Lab,Biology,3612,03,1,40336,"Tuesday,Thursday",M,W,T,F,S,08:00 AM - 10:50 AM,08,00,10,50,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 705,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,UG College of Science,FULL: 0 of 16 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 3611,Lab,Biology,3612,04,1,40337,"Tuesday,Thursday",M,W,T,F,S,08:00 AM - 10:50 AM,08,00,10,50,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 705,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,UG College of Science,FULL: 0 of 16 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 3611,Lab,Biology,3612,05,1,40393,"Tuesday,Thursday",M,W,T,F,S,03:20 PM - 06:10 PM,03,20,06,10,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 705,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,UG College of Science,FULL: 0 of 16 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab for BIOL 3611,Lab,Biology,3612,06,1,40394,"Monday,Wednesday",M,W,T,F,S,08:00 AM - 10:50 AM,08,00,10,50,Type: Class,Building: Behrakis Health Sciences Cntr,Room: 705,Start Date: 05/05/2025,End Date: 06/18/2025,Boston,,FULL,UG College of Science,FULL: 0 of 16 seats remain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
