section-details-link,expand,readonly,readonly (2),readonly (3),readonly (4),readonly (5),ui-pillbox-summary,ui-state-default,ui-state-default (2),ui-state-default (3),ui-state-default (4),ui-state-default (5),ui-state-default (6),ui-state-default (7),meeting,meeting (2),meeting (3),meeting (4),meeting (5),tooltip-row,tooltip-row (2),tooltip-row (3),tooltip-row (4),tooltip-row (5),tooltip-row (6),tooltip-row (7),tooltip-row (8),tooltip-row (9),tooltip-row (10),readonly (7),readonly (8),status-bold,readonly (9),readonly (10),ui-pillbox-summary (2),ui-state-default (8),ui-state-default (9),ui-state-default (10),ui-state-default (11),ui-state-default (12),ui-state-default (13),ui-state-default (14),meeting (6),meeting (7),meeting (8),meeting (9),meeting (10),tooltip-row (11),tooltip-row (12),tooltip-row (13),tooltip-row (14),tooltip-row (15),tooltip-row (16),tooltip-row (17),tooltip-row (18),tooltip-row (19),tooltip-row (20),status-bold (2),readonly (11),readonly (12),readonly (13),readonly (14),ui-pillbox-summary (3),ui-state-default (15),ui-state-default (16),ui-state-default (17),ui-state-default (18),ui-state-default (19),ui-state-default (20),ui-state-default (21),meeting (11),meeting (12),meeting (13),meeting (14),meeting (15),tooltip-row (21),tooltip-row (22),tooltip-row (23),tooltip-row (24),tooltip-row (25),tooltip-row (26),tooltip-row (27),tooltip-row (28),tooltip-row (29),tooltip-row (30),ui-state-default (26),tooltip-row (37),tooltip-row (39),tooltip-row (47),tooltip-row (49),ui-pillbox-summary (6),ui-state-default (36),ui-state-default (37),ui-state-default (38),ui-state-default (39),ui-state-default (40),ui-state-default (41),meeting (26),meeting (27),meeting (28),meeting (29),meeting (30),tooltip-row (51),tooltip-row (52),tooltip-row (53),tooltip-row (54),tooltip-row (55),tooltip-row (56),tooltip-row (57),tooltip-row (58),tooltip-row (59),tooltip-row (60),tooltip-row (67),tooltip-row (69),tooltip-row (77),tooltip-row (79),status-waitlist,readonly (15),status-full,readonly (16)
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,10,4,10637,"Tuesday,Friday",S,M,W,T,T,S,F,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,42 of 42 seats remain.,42,NUpath Natural/Designed World,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,11,4,10638,Tuesday,S,M,W,T,T,F,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,42 of 42 seats remain.,42,NUpath Natural/Designed World,Business Admin,Thursday,S,M,T,W,T,F,S,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,12,4,11092,"Tuesday,Friday",S,M,W,T,T,S,F,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,42 of 42 seats remain.,42,NUpath Natural/Designed World,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,13,4,11198,"Monday,Thursday",S,M,T,W,T,F,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,42 of 42 seats remain.,42,NUpath Natural/Designed World,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,14,4,11286,"Tuesday,Friday",S,M,W,T,T,S,F,03:25 PM - 05:05 PM,03,25,05,05,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,42 of 42 seats remain.,42,NUpath Natural/Designed World,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,15,4,12017,"Tuesday,Friday",S,M,W,T,T,S,F,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,42 of 42 seats remain.,42,NUpath Natural/Designed World,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,16,4,13053,"Wednesday,Friday",S,M,T,W,T,S,F,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,42 of 42 seats remain.,42,NUpath Natural/Designed World,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,17,4,13204,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Online,40 of 40 seats remain.,40,NUpath Natural/Designed World,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,18,4,13357,"Tuesday,Friday",S,M,W,T,T,S,F,03:25 PM - 05:05 PM,03,25,05,05,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,42 of 42 seats remain.,42,NUpath Natural/Designed World,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,19,4,16021,Tuesday,S,M,W,T,T,F,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,NUpath Natural/Designed World,Business Admin,Thursday,S,M,T,W,T,F,S,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit Analysis for Managers and Advisors,Lecture,Accounting,2301,20,4,16022,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Online,40 of 40 seats remain.,40,NUpath Natural/Designed World,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Analytics for Advisory Services,Lecture,Accounting,3220,01,4,16023,"Tuesday,Friday",S,M,W,T,T,S,F,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business Law and Professional Ethics,Lecture,Accounting,3304,01,4,10521,"Tuesday,Friday",S,M,W,T,T,S,F,08:00 AM - 09:40 AM,08,00,09,40,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,40 of 40 seats remain.,40,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting and Analysis 1,Lecture,Accounting,3401,01,4,10344,"Tuesday,Friday",S,M,W,T,T,S,F,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,40 of 40 seats remain.,40,NU Core Writing Intsv in Majr,NUpath Writing Intensive,,,,,,,,,,,,,,,,,,,,,,,,,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting and Analysis 1,Lecture,Accounting,3401,02,4,10343,"Wednesday,Friday",S,M,T,W,T,S,F,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,40 of 40 seats remain.,40,NU Core Writing Intsv in Majr,NUpath Writing Intensive,,,,,,,,,,,,,,,,,,,,,,,,,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting and Analysis 1,Lecture,Accounting,3401,04,4,10708,"Tuesday,Friday",S,M,W,T,T,S,F,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,40 of 40 seats remain.,40,NU Core Writing Intsv in Majr,NUpath Writing Intensive,,,,,,,,,,,,,,,,,,,,,,,,,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advisory Services and Emerging Accounting Systems,Lecture,Accounting,3403,01,4,10342,"Tuesday,Friday",S,M,W,T,T,S,F,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,42 of 42 seats remain.,42,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strategic Cost Analysis for Decision Making,Lecture,Accounting,3416,01,4,10340,"Tuesday,Friday",S,M,W,T,T,S,F,03:25 PM - 05:05 PM,03,25,05,05,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,40 of 40 seats remain.,40,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auditing and Other Assurance Services,Lecture,Accounting,4412,02,4,11200,Tuesday,S,M,W,T,T,F,S,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,42 of 42 seats remain.,42,Business Admin,,Thursday,S,M,T,W,T,F,S,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income Tax Determination and Planning,Lecture,Accounting,4414,01,4,10499,"Wednesday,Friday",S,M,T,W,T,S,F,11:45 AM - 01:25 PM,11,45,01,25,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,40 of 40 seats remain.,40,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income Tax Determination and Planning,Lecture,Accounting,4414,02,4,16024,"Monday,Wednesday",S,M,T,W,T,F,S,02:50 PM - 04:30 PM,02,50,04,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting and Analysis 2,Lecture,Accounting,4501,01,4,10339,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,08:00 AM - 09:05 AM,08,00,09,05,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,40 of 40 seats remain.,40,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting and Analysis 2,Lecture,Accounting,4501,02,4,10338,"Monday,Wednesday,Thursday",S,M,T,W,T,F,S,09:15 AM - 10:20 AM,09,15,10,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/07/2025,End Date:,Boston,40 of 40 seats remain.,40,Business Admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forensic Accounting,Lecture,Accounting,5255,01,3,16025,Tuesday,S,M,W,T,T,F,S,03:40 PM - 05:40 PM,03,40,05,40,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Elective for MSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting and Managerial Decision Making 1,Lecture,Accounting,6200,03,3,16026,Wednesday,S,M,T,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Business Administration,The Learning Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting for Integrated Multinational Enterprises,Lecture,Accounting,6204,01,3,16027,Thursday,S,M,T,W,T,F,S,01:35 PM - 03:35 PM,01,35,03,35,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Professional Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting for Governments and Nonprofit Entities,Lecture,Accounting,6216,01,2,16028,Thursday,S,M,T,W,T,F,S,06:00 PM - 08:00 PM,06,00,08,00,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Professional Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corporate Governance, Ethics, and Financial Reporting",Lecture,Accounting,6217,01,3,16029,Tuesday,S,M,W,T,T,F,S,01:35 PM - 03:35 PM,01,35,03,35,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Professional Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate and Governmental/Nonprofit Financial Reporting and Decision Making,Lecture,Accounting,6222,01,6,16030,"Monday,Wednesday",S,M,T,W,T,F,S,01:35 PM - 04:05 PM,01,35,04,05,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,30 of 30 seats remain.,30,GSBA Professional Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate and Governmental/Nonprofit Financial Reporting and Decision Making,Lecture,Accounting,6222,02,6,16031,"Monday,Wednesday",S,M,T,W,T,F,S,08:00 AM - 10:30 AM,08,00,10,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,30 of 30 seats remain.,30,GSBA Professional Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audit and Other Assurance Services,Lecture,Accounting,6223,02,6,16032,"Tuesday,Thursday",S,M,W,T,T,F,S,01:35 PM - 04:05 PM,01,35,04,05,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Professional Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audit and Other Assurance Services,Lecture,Accounting,6223,03,6,16033,"Tuesday,Thursday",S,M,W,T,T,F,S,08:00 AM - 10:30 AM,08,00,10,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,30 of 30 seats remain.,30,GSBA Professional Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxation of Individuals and Business Entities,Lecture,Accounting,6224,02,6,16034,"Tuesday,Thursday",S,M,W,T,T,F,S,08:00 AM - 10:30 AM,08,00,10,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Professional Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxation of Individuals and Business Entities,Lecture,Accounting,6224,03,6,16035,"Tuesday,Thursday",S,M,W,T,T,F,S,01:35 PM - 04:05 PM,01,35,04,05,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,30 of 30 seats remain.,30,GSBA Professional Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced Flow-Through Entities,Lecture,Accounting,6243,01,3,16036,Monday,S,M,T,W,T,F,S,05:20 PM - 07:20 PM,05,20,07,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Professional Accounting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethics in the Accounting Profession,Lecture,Accounting,6253,02,3,16037,Thursday,S,M,T,W,T,F,S,03:40 PM - 05:40 PM,03,40,05,40,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,40 of 40 seats remain.,40,GSBA Elective for MSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tax Research, Practice, and Ethics",Lecture,Accounting,6292,02,3,16038,Monday,S,M,T,W,T,F,S,07:30 PM - 09:30 PM,07,30,09,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Professional Accounting,No Course Evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analyzing Accounting Data for Strategic Decision Making,Lecture,Accounting,6318,01,2,16039,"Tuesday,Friday",S,M,W,T,T,S,F,01:35 PM - 03:15 PM,01,35,03,15,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 10/19/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analyzing Accounting Data for Strategic Decision Making,Lecture,Accounting,6318,02,2,16040,"Tuesday,Friday",S,M,W,T,T,S,F,09:50 AM - 11:30 AM,09,50,11,30,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 10/19/2025,End Date:,Boston,35 of 35 seats remain.,35,GSBA Business Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Analyzing Accounting Data for Strategic Decision Making,Lecture,Accounting,6318,03,2,16041,None,S,M,T,W,T,F,S,-,,,,,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 10/27/2025,Start Date:,End Date: 12/14/2025,End Date:,Online,200 of 200 seats remain.,200,EDGE supported Section,GSBA On-line MBA 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Accounting,Lecture,Accounting - CPS,2100,01,3,19798,,,,,,,,,,,,,,,,,,,,,,,,Online,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Accounting,Lecture,Accounting - CPS,2100,02,3,19799,Wednesday,S,M,T,W,T,F,S,05:50 PM - 08:20 PM,05,50,08,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,CPS-Programs-UG,CPS Cohort,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Accounting,Lecture,Accounting - CPS,2200,01,3,19800,Thursday,S,M,T,W,T,F,S,05:50 PM - 08:20 PM,05,50,08,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,CPS-Programs-UG,XN Experiential Project,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Accounting,Lecture,Accounting - CPS,2200,02,3,19801,,,,,,,,,,,,,,,,,,,,,,,,Online,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost Accounting,Lecture,Accounting - CPS,2300,01,3,19802,,,,,,,,,,,,,,,,,,,,,,,,Online,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost Accounting,Lecture,Accounting - CPS,2300,02,3,19803,Wednesday,S,M,T,W,T,F,S,05:50 PM - 08:20 PM,05,50,08,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting and Analysis 1,Lecture,Accounting - CPS,3201,01,3,19804,,,,,,,,,,,,,,,,,,,,,,,,Online,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,CPS-Programs-UG,XN Experiential Project,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting and Analysis 1,Lecture,Accounting - CPS,3201,02,3,19805,Tuesday,S,M,W,T,T,F,S,05:50 PM - 08:20 PM,05,50,08,20,Type: Class,Type:,Building: None,Building:,Room: None,Room:,Start Date: 09/03/2025,Start Date:,End Date: 12/14/2025,End Date:,Boston,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,CPS-Programs-UG,CPS Cohort,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting and Analysis 2,Lecture,Accounting - CPS,3202,01,3,19806,,,,,,,,,,,,,,,,,,,,,,,,Online,"30 of 30 seats remain.
10 of 10 waitlist seats remain.",30,CPS-Programs-UG,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
